Name,RAdeg,DEdeg,Memb,Disk,Acc,K2var,umag,gmag,rmag,imag,Hamag,SpT,Avmag,Lbol,Mstar,Rstar,logAge,logMacc,DlogMacc+,DlogMacc-,Age_linear,Macc_linear,logMstar,c_value,is_synthetic
EPIC224361948,271.08042,-24.38183,y,y*,2.0,MP,18.826,16.834,15.343,14.592,14.829,K5,1.23,3.771,0.891,3.342,5.56,-7.676,0.126,0.464,363078.054770101,2.1086281499332885e-08,-0.0501222959631252,-5.333218436376173,True
05215426-0217257,80.47611236572266,-2.290472984313965,,,,,,,,,,,2.200000047683716,0.9078205313618252,0.9120000004768372,1.732338837448053,6.370883012545928,-8.494714338123492,,,2348999.9771118173,3.200999909580557e-09,-0.0400051614445139,-5.830062924926313,True
WFI16133,271.05046,-24.40842,?,,1.0,,,18.617,17.243,16.46,16.728,G9,2.146,0.957,1.053,1.139,7.29,-8.941,0.457,,19498445.997580454,1.1455129414455335e-09,0.0224283711854864,-5.9694419504214284,True
05350822-0537047,83.78424835205078,-5.617991924285889,,,,,,,,,,,2.674000024795532,0.8298507670588517,0.4370000064373016,2.205863644971468,5.783903565307936,-7.970210529250423,,,607999.9804496765,1.0709999997970955e-08,-0.3595185566321307,-5.183734324180745,True
05353733-0623263,83.90555572509766,-6.390665054321289,,,,,,,,,,,0.7210000157356262,0.2630268092972728,0.4169999957084656,1.3278412516396387,6.373279891173302,-8.838033394191855,,,2361999.9885559096,1.451999964707793e-09,-0.3798639494957622,-5.786130544512759,True
05351539-0433262,83.81414031982422,-4.557290077209473,,,,,,,,,,,0.2560000121593475,0.5370317831033883,0.5730000138282776,1.6439358532736303,6.224274014047136,-8.75770709772272,,,1675999.9990463257,1.7469999891162026e-09,-0.2418453675517294,-5.923928049970591,True
05385200-0246436,84.7166976928711,-2.77879810333252,,,,,,,,,,,0.5860000252723694,0.7585775797141698,0.5389999747276306,1.949107957592096,5.980003363994143,-8.62911696370978,,,954999.9833107,2.3490001055392903e-09,-0.2684112551762498,-5.86556851269923,True
2MASS J18034053-2423321,270.91899,-24.39227,y,y,0.0,,,17.994,16.544,15.689,16.114,M0.25,0.15,0.997,0.433,2.397,5.7,-8.67,0.746,,501187.2336272725,2.137962089502232e-09,-0.3635121036466345,-5.913479186313309,True
VPHAS J180403.3-243309.6,271.01363,-24.55266,?,,1.0,,,19.425,17.788,16.976,16.993,K5,1.716,0.586,1.044,1.318,6.85,-8.733,0.259,0.543,7079457.843841373,1.8492686189780759e-09,0.0187004986662433,-5.938096887444486,True
WFI17329,271.11291,-24.39623,y,n,1.0,,,19.386,17.864,17.044,17.179,K3.75,1.891,0.582,1.052,1.208,7.04,-8.804,0.303,0.504,10964781.961431852,1.5703628043335515e-09,0.0220157398177202,-5.934752432419911,True
WFI19328,271.09127,-24.37723,y,?,1.0,,,18.261,16.643,15.806,16.088,K8,0.922,1.202,0.602,2.276,5.83,-8.515,0.243,,676082.9753919819,3.054921113215509e-09,-0.2204035087421754,-5.8676837445672785,True
EPIC224345928,270.77896,-24.41081,y,y*,2.0,N,14.117,12.917,12.8,12.756,12.831,A5,0.0,11.762,1.842,1.72,6.96,-7.439,0.03,,9120108.393559096,3.6391503612720714e-08,0.2652896258608301,-4.879134458596123,True
WFI22010,271.06174,-24.35165,y,n*,1.0,,,19.291,17.495,16.511,16.987,K5,2.524,1.519,0.954,2.121,6.12,-8.771,0.331,,1318256.7385564074,1.694337800447325e-09,-0.0204516252959049,-6.231714611163557,True
EPIC248368907,270.85671,-24.34914,y,n,1.0,N,17.365,16.239,15.529,15.245,15.142,G2,0.843,1.642,1.139,1.291,7.27,-8.349,0.155,0.295,18620871.366628654,4.477133041763623e-09,0.0565237240791003,-5.424415333348675,True
05401513-0057266,85.06307983398438,-0.9574019908905028,,,,,,,,,,,0.5509999990463257,0.1963360199231302,0.4429999887943268,1.1336843929238616,6.607240488688962,-9.349206951350904,,,4047999.858856198,4.4750000927074015e-10,-0.3535962847623979,-6.230973206545388,True
05344514-0621072,83.68812561035156,-6.3520188331604,,,,,,,,,,,0.6639999747276306,0.2197859911395355,0.395000010728836,1.2402027968698992,6.435525862741863,-9.267204319301172,,,2726000.0705718985,5.40499978107791e-10,-0.4034028925774025,-6.16295788753459,True
05392935-0227209,84.87229919433594,-2.455828905105591,,,,,,,,,,,1.0509999990463257,0.2032357142591357,0.3089999854564667,1.2899174013140535,6.302114401744759,-8.121938023637634,,,2005000.114440919,7.551999914312548e-09,-0.5100415410158657,-4.951339413429704,True
05360110-0615314,84.00459289550781,-6.258735179901123,,,,,,,,,,,0.7450000047683716,0.381944259727038,0.4510000050067901,1.5369299125701148,6.216429838173389,-8.467882876138434,,,1646000.0276565554,3.405000059686354e-09,-0.3458234533007062,-5.519152558966706,True
VPHAS J180404.2-241743.1,271.01748,-24.29529,y,?,1.0,,19.999,19.261,17.818,16.704,16.826,A8,5.308,8.745,1.743,1.703,7.0,-6.4,0.125,0.121,10000000.0,3.981071705534969e-07,0.2412973871099932,-3.796421399508192,True
05355433-0526444,83.97639465332031,-5.445690155029297,,,,,,,,,,,0.3129999935626983,0.4528975677206877,0.527999997138977,1.5699544360917126,6.249931755935361,-8.729321179628174,,,1777999.9971389752,1.8649999322661853e-09,-0.2773660798194576,-5.844622760147236,True
WFI13674,270.99385,-24.44146,y,,1.0,,,19.417,17.52,16.512,16.087,K5,2.812,1.861,0.927,2.347,5.98,-7.115,0.206,0.26,954992.5860214368,7.673614893618187e-08,-0.0329202658555029,-4.619099891190009,True
VPHAS J180240.0-241934.6,270.66665,-24.32627,?,y,1.0,,20.08,19.088,17.643,16.755,16.941,G6.25,2.899,1.229,1.17,1.213,7.19,-8.324,0.117,0.107,15488166.189124828,4.7424198526024486e-09,0.0681858617461616,-5.4455593462690555,True
05332136-0521347,83.33903503417969,-5.359641075134277,,,,,,,,,,,2.976999998092652,1.8030177913403385,0.6570000052452087,2.639621387161264,5.69460520311716,-7.993962047109528,,,495000.00476837176,1.013999995080894e-08,-0.1824346269729967,-5.445462487045303,True
VPHAS J180413.7-241725.3,271.05696,-24.29036,y,n*,1.0,,,19.002,17.319,16.437,16.71,K5,2.004,1.156,0.998,1.85,6.32,-8.472,0.21,0.294,2089296.1308540408,3.372873086588692e-09,-0.0008694587126288,-5.872747129504202,True
EPIC224366753,270.95108,-24.37314,y,y*,1.0,P,17.037,15.521,14.489,14.009,14.087,G9.75,0.47,3.0,1.655,2.056,6.66,-8.315,0.251,0.178,4570881.896148752,4.841723675840999e-09,0.2187979981117375,-5.825629812316162,True
WFI17541,271.02192,-24.39411,y,n,1.0,P,,18.624,16.992,16.225,16.457,M2,0.0,0.777,0.32,2.418,5.53,-9.153,0.496,,338844.1561392028,7.030723198838325e-10,-0.494850021680094,-6.317097287844609,True
05343064-0435526,83.62767791748047,-4.597960948944092,,,,,,,,,,,1.9739999771118164,0.3572728407016879,0.4429999887943268,1.4997730427091107,6.2410481466297485,-8.481091413731303,,,1741999.9837875385,3.3030000956557553e-09,-0.3535962847623979,-5.513405870117726,True
2MASS J18033481-2419577,270.89511,-24.33271,y,n*,1.0,,,19.34,17.415,16.235,16.069,K2.75,3.914,4.346,1.392,3.065,5.87,-6.82,0.161,0.197,741310.2413009177,1.5135612484362072e-07,0.1436392352745432,-4.569991310096571,True
WFI17034,271.06179,-24.39888,y,,1.0,,,19.571,17.996,17.082,17.265,M0.5,0.372,0.321,0.484,1.385,6.37,-9.144,0.275,1.063,2344228.8153199228,7.177942912713614e-10,-0.3151546383555875,-6.166990850415223,True
EPIC224396425,271.00033,-24.31997,y,n,2.0,QPS,17.718,15.927,14.872,14.403,14.586,K2,0.27,2.011,1.499,1.936,6.56,-9.114,0.419,,3630780.54770101,7.691304402866083e-10,0.1758016328482795,-6.6168741357063166,True
05344117-0546116,83.67157745361328,-5.769899845123291,,,,,,,,,,,1.1859999895095823,0.3580964290425507,0.3600000143051147,1.6131931612833377,6.081707276273951,-8.568636235623158,,,1207000.0171661368,2.700000001354398e-09,-0.4436974819754009,-5.564054173475837,True
WFI18021,271.06754,-24.39003,y,,1.0,QPS,,17.745,16.376,15.736,15.713,K7.5,0.333,0.918,0.691,1.929,6.09,-8.381,0.164,0.655,1230268.770812381,4.159106104940219e-09,-0.1605219526258016,-5.69485140868788,True
VPHAS J180243.3-241743.2,270.68045,-24.29534,y,,1.0,,18.625,17.764,16.58,15.916,16.023,G6.5,1.703,1.208,1.167,1.208,7.19,-8.649,0.263,0.595,15488166.189124828,2.2438819237827707e-09,0.0670708560453701,-5.769292088077261,True
2MASS J18044729-2417459,271.1972,-24.29606,y,n,1.0,,,19.814,18.102,16.981,17.256,G5.5,4.178,2.336,1.402,1.65,6.97,-7.784,0.263,0.267,9332543.007969905,1.6443717232149325e-08,0.1467480136306398,-5.085294974364171,True
WFI22873,271.17217,-24.34382,y,n,2.0,,,18.643,16.993,16.032,16.507,M0,0.883,1.141,0.444,2.518,5.65,-9.281,0.721,,446683.5921509635,5.236004365857495e-10,-0.3526170298853802,-6.557417858895956,True
05341320-0533535,83.55500793457031,-5.564878940582275,,,,,,,,,,,0.1379999965429306,0.192752502958973,0.4930000007152557,1.0879215216604317,6.714078168822,-8.386686849593922,,,5177000.045776368,4.1049998955600156e-09,-0.3071530800926856,-5.277315189751157,True
05342949-0513551,83.62287902832031,-5.231997966766357,,,,,,,,,,,3.5209999084472656,0.5597575962710917,0.6959999799728394,1.5663103046962936,6.381656481209789,-8.244353764921955,,,2407999.992370607,5.697000204918367e-09,-0.1573907728861124,-5.441858731836129,True
WFI15690,271.2399,-24.41294,y,y,1.0,,,19.95,18.291,17.266,17.31,G8.75,3.458,1.085,1.156,1.204,7.18,-8.126,0.174,0.408,15135612.484362071,7.481695005111553e-09,0.0629578340845102,-5.245728616943364,True
2MASS J18023732-2416240,270.65543,-24.27338,y,y*,2.0,,19.23,17.984,16.496,15.694,15.748,K7.25,0.382,0.794,0.745,1.767,6.24,-8.533,0.079,0.176,1737800.8287493763,2.930893245250324e-09,-0.1278437272517071,-5.822324126111663,True
05350167-0432529,83.75697326660156,-4.548037052154541,,,,,,,,,,,0.6610000133514404,0.2084490910561493,0.4359999895095825,1.1718915844889728,6.5550944381950895,-9.370590387600387,,,3589999.9141693125,4.260000130429399e-10,-0.3605135211807958,-6.2659330384266365,True
WFI33389,271.13225,-24.24843,y,n*,0.0,,,19.064,17.331,16.23,16.89,M0.25,1.43,1.405,0.417,2.846,5.47,-8.61,0.437,,295120.9226666384,2.4547089156850333e-09,-0.3798639450262425,-5.929451624541981,True
05353333-0451113,83.888916015625,-4.853157997131348,,,,,,,,,,,1.3919999599456787,0.2612161328586812,0.402999997138977,1.337916669435967,6.348694212161916,-9.007446475664317,,,2232000.112533572,9.830000147203974e-10,-0.3946949569420829,-5.948795075937149,True
EPIC224379078,270.89992,-24.35106,y,n*,2.0,QPS,19.847,17.348,15.753,15.028,15.228,K2.75,2.979,9.658,1.519,4.57,5.48,-7.16,0.165,0.249,301995.1720402019,6.918309709189362e-08,0.1815577738627863,-5.113423526717018,True
SCB876,271.20944,-24.34498,y,n,2.0,,20.044,17.839,16.484,15.792,16.182,K0.75,2.184,2.152,1.505,1.841,6.71,-9.152,0.444,,5128613.839913649,7.046930689671482e-10,0.1775364999298621,-6.595178221929411,True
05364039-0613334,84.1683120727539,-6.22594690322876,,,,,,,,,,,0.6359999775886536,0.3801894077999425,0.5699999928474426,1.417714183774354,6.422753953505991,-8.748361770630076,,,2647000.0743865985,1.7850000366692563e-09,-0.2441251497771862,-5.830392997436485,True
05350167-0432529,83.75697326660156,-4.548037052154541,,,,,,,,,,,0.6610000133514404,0.2084490910561493,0.4359999895095825,1.1718915844889728,6.5550944381950895,-9.370590387600387,,,3589999.9141693125,4.260000130429399e-10,-0.3605135211807958,-6.2659330384266365,True
WFI15668,271.2334,-24.41318,y,,2.0,,,19.883,18.188,16.944,17.569,M2.5,0.729,0.56,0.294,2.13,5.73,-9.332,0.599,,537031.7963702533,4.6558609352295804e-10,-0.5316526695878427,-6.372045723022438,True
05340383-0436062,83.51599884033203,-4.60172700881958,,,,,,,,,,,0.6510000228881836,0.2306747059551769,0.4289999902248382,1.2361165263513127,6.477988982313338,-8.814174629598787,,,3006000.0419616685,1.5340000381058886e-09,-0.3675427177110773,-5.73322768453821,True
05344188-0453382,83.67452239990234,-4.893969058990479,,,,,,,,,,,1.0269999504089355,0.3732501551319357,0.2860000133514404,1.767738906619822,5.913283904794671,-8.363813095611128,,,819000.0057220457,4.327000091564065e-09,-0.5436339465966327,-5.314890233475607,True
VPHAS J180521.8-243000.7,271.34066,-24.50017,?,,1.0,,,19.139,17.767,17.097,17.255,K5.5,0.511,0.231,0.8,0.853,7.45,-10.102,0.608,,28183829.31264455,7.906786279998245e-11,-0.0969100130080563,-6.929029221546834,True
05380097-0226079,84.50405883789062,-2.435533046722412,,,,,,,,,,,0.5220000147819519,0.1581248042742671,0.3680000007152557,1.0817909467573783,6.575995615585437,-9.005814847591909,,,3766999.9599456815,9.867000549945696e-10,-0.4341521804823747,-5.808870735024194,True
SCB488,271.06688,-24.46594,y,y*,2.0,,19.068,17.032,15.523,14.792,15.008,K7.5,0.878,3.152,0.584,3.574,5.34,-7.777,0.269,0.635,218776.1623949552,1.671090614310707e-08,-0.2335871528876005,-5.316147628908928,True
GES J18034300-2420123,270.92918,-24.33675,y,n*,1.0,,,18.318,16.748,15.841,16.046,K1.75,2.606,2.46,1.596,2.104,6.48,-8.147,0.212,,3019951.720402019,7.1285303012651914e-09,0.2030328870147106,-5.7137132065163705,True
05344514-0621072,83.68812561035156,-6.3520188331604,,,,,,,,,,,0.6639999747276306,0.2197859911395355,0.395000010728836,1.2402027968698992,6.435525862741863,-9.267204319301172,,,2726000.0705718985,5.40499978107791e-10,-0.4034028925774025,-6.16295788753459,True
WFI36376,271.11586,-24.22616,y,,1.0,,,18.353,16.805,16.018,16.332,K7.75,0.861,0.972,0.652,2.015,6.01,-9.175,0.412,,1023292.9922807536,6.683439175686134e-10,-0.1857524042680798,-6.493065200098573,True
EPIC224420233,270.87983,-24.27753,y,n,2.0,QPS,18.627,16.822,15.796,15.367,15.507,K2.5,0.0,0.721,1.094,1.217,7.09,-9.891,0.505,,12302687.70812381,1.2852866599436154e-10,0.039017321997412,-7.0205196656812685,True
05350167-0432529,83.75697326660156,-4.548037052154541,,,,,,,,,,,0.6610000133514404,0.2084490910561493,0.4359999895095825,1.1718915844889728,6.5550944381950895,-9.370590387600387,,,3589999.9141693125,4.260000130429399e-10,-0.3605135211807958,-6.2659330384266365,True
2MASS J18034495-2416085,270.93729,-24.26903,y,y,2.0,,19.365,17.789,16.408,15.797,15.753,K5,0.616,0.922,0.914,1.738,6.36,-9.168,0.766,,2290867.652767774,6.792036326171856e-10,-0.0390538042661685,-6.508904050998635,True
05340383-0436062,83.51599884033203,-4.60172700881958,,,,,,,,,,,0.6510000228881836,0.2306747059551769,0.4289999902248382,1.2361165263513127,6.477988982313338,-8.814174629598787,,,3006000.0419616685,1.5340000381058886e-09,-0.3675427177110773,-5.73322768453821,True
EPIC224316080,271.08642,-24.46494,y,n,1.0,QPS,16.018,14.764,14.079,13.751,13.894,F8.75,0.853,6.089,1.616,2.246,6.9,-8.036,0.174,0.314,7943282.347242822,9.204495717531724e-09,0.2084413564385673,-5.436190706196783,True
05344178-0453462,83.67411041259766,-4.896180152893066,,,,,,,,,,,0.8849999904632568,0.3564511220765602,0.4399999976158142,1.5024211928636977,6.2367891054118365,-8.951169912009007,,,1725000.0238418588,1.1190000037686346e-09,-0.3565473258670824,-5.981881334482256,True
05354987-0518308,83.95781707763672,-5.308582782745361,,,,,,,,,,,2.901000022888184,0.3334264142275879,0.3379999995231628,1.592111510347152,6.078456801458615,-8.20655886212091,,,1197999.9542236335,6.215000070142201e-09,-0.471083300335031,-5.172187814032242,True
05392639-0215034,84.85999298095703,-2.250967979431152,,,,,,,,,,,0.3210000097751617,0.5345643412021641,0.6769999861717224,1.5501178029246572,6.3800302351920966,-8.919012957169015,,,2398999.9294281024,1.2049999886798431e-09,-0.169411340185675,-6.10352454362815,True
05215741+0011423,80.48921203613281,0.1950929760932922,,,,,,,,,,,-0.2140000015497207,0.1541700535892966,0.4169999957084656,1.0274492285557817,6.706034641806693,-9.055024093964663,,,5081999.77874756,8.809999951786575e-10,-0.3798639494957622,-5.866319833135826,True
