logAge,Mstar,logMstar,logMacc,a_value,b_value,c_value,is_synthetic
7.12094546061391,0.5268812385964691,-0.27828726568815826,-8.847917397815877,-0.44153143073659584,1.2906827072478821,-5.344615598922746,True
6.3235975481926445,1.5644197814989051,0.19435329880496083,-9.540382367884586,-0.49649399320956694,1.130805226232386,-6.620529895756347,True
6.939103232719546,0.17951179926399238,-0.7459070000838378,-8.576905887838173,-0.40847450536798807,1.0789103035366148,-4.93769237928511,True
5.201482679121442,0.7505693664422597,-0.12460916475184237,-8.152816341646027,-0.40526851502379996,1.1385648036854952,-5.902943571153368,True
5.619117111084928,1.657156836085352,0.21936361271816826,-8.408919115796781,-0.48384180556592604,1.0872416598325145,-5.928656605481617,True
5.920579973394513,1.049506281986585,0.020985042464816684,-8.25662537990328,-0.42326917789703944,1.292261180330031,-5.77774451763577,True
5.819764607177271,0.2339231847379589,-0.6309267319969145,-8.305976607496868,-0.3551905419480901,1.0901814036315038,-5.551026672386226,True
7.148859364371361,1.2635077786557205,0.10157791995348572,-8.421403877680474,-0.4090312665851155,1.1572588541469413,-5.614848824484793,True
7.253757572263846,1.2886966052324136,0.11015068447328666,-7.832415948312992,-0.44237387266604816,1.0983537805258865,-4.74452754040871,True
5.340246786205648,1.4431228538647802,0.15930330440217738,-6.523547314519373,-0.43262274799272515,1.2272080546033497,-4.4087333731990475,True
5.049777182732382,0.2260087346614396,-0.6458747761536582,-7.1178130322588276,-0.35785843418560076,0.998809882877383,-4.665601567136552,True
6.665564664590391,0.3663575908192265,-0.4360948055805506,-8.371316422967471,-0.47537124546239623,1.0372743504199413,-4.75034869047092,True
5.155902552222642,0.4713063003719379,-0.3266967545996306,-8.309554494367998,-0.40266189157557136,1.3397578141634674,-5.795774490074012,True
6.477772985606411,0.9122842020595476,-0.03986984570813223,-9.296416118229274,-0.4106665159541438,1.1051836915815034,-6.592148151825918,True
7.760731380378003,1.811710052162264,0.25808869399099826,-8.747801158696053,-0.4368617202175319,1.2120743390536945,-5.6702573809043075,True
5.979112418675523,0.6184493196454515,-0.20869588390896998,-8.560716905443766,-0.4236878660152971,1.0813833345245982,-5.801759273266531,True
6.22890852020442,1.1622910518494423,0.06531489430604329,-7.241629199628316,-0.3446449897803402,1.287696257587448,-5.178972831302402,True
7.041065626547946,1.1260982387220184,0.05157627921323174,-9.105955974706978,-0.5104418542495035,1.1276851640507546,-5.570063185285103,True
5.282351076258856,1.3516689430363105,0.13087033523116906,-6.915295777794554,-0.42282393835962834,1.0472939377945993,-4.818851000657313,True
5.099202995192836,1.0925987597365494,0.03846070318947486,-7.13499905881585,-0.4038431832653934,0.9961401997353494,-5.114032941677872,True
5.092661832454569,0.6125105168154577,-0.21288645005614976,-6.991007774591969,-0.3772494659484377,1.0323847371277262,-4.850023096263218,True
7.2097199746810245,1.7047665317927725,0.23166491066180353,-9.468780694809396,-0.4262709649154779,1.1837821169733267,-6.6697271828033875,True
7.119912958402658,1.7932091185311556,0.25363093860201613,-8.631394860094092,-0.40037772673277017,0.9778300945022198,-6.028748259935539,True
6.247514942649611,0.6955342569681202,-0.15768147495182874,-8.129407933330926,-0.38781924941832924,1.2439515620245456,-5.510353260474096,True
7.476766901308296,1.717059639232597,0.23478537992492496,-8.345767484750194,-0.4114234551627079,1.138794367783347,-5.53702248106414,True
5.870060061138582,1.7800571108926713,0.25043393632442984,-7.832557492667191,-0.4566192769665529,1.2215641959093173,-5.45809604185441,True
6.496865660638164,0.39243339221461965,-0.40623404553893067,-8.637571547947282,-0.37478064326980204,1.2369146609745132,-5.7001952097017305,True
5.44649731292402,0.8871488440267947,-0.0520035090110756,-8.241941684661928,-0.51385849711094,1.202885108858594,-5.380658514326201,True
6.400748169625453,0.3641864299701094,-0.4386762405809033,-8.833960367665188,-0.41618294287031354,1.2360744207815417,-5.627841677872029,True
6.310887030593838,0.7062982714819617,-0.1510118565928996,-8.224804226134381,-0.41374202002735555,1.1959460823753847,-5.433123039647535,True
6.677504491598155,1.3106419125446402,0.1174840519886632,-7.612272461554811,-0.35736715576875566,1.1527287652168114,-5.361378919940847,True
7.637784111908068,1.356592407817345,0.13244938220249652,-8.740456459382145,-0.4403348975372661,1.234944256985807,-5.540841178945637,True
5.108935976630173,0.43380276563997183,-0.36270768353816957,-9.269363137781319,-0.36978429939260404,1.135401710479574,-6.96833990272814,True
5.84486447298876,1.0299535528285861,0.012817640040051212,-9.27037048616204,-0.4849880322474661,1.1685498832881778,-6.450659218426929,True
7.594818568111808,1.8581957921621892,0.2690914722925717,-8.722896690298413,-0.41598701709995684,1.1297085264070725,-5.867545699366566,True
7.09477063901601,1.93435554354731,0.28653630243008016,-8.672018095479471,-0.43067364802172087,1.0517362224750966,-5.917847950816844,True
6.099738721546493,0.28072304456104813,-0.551721934658378,-8.661721682867354,-0.35977328853935625,1.2883439938170265,-5.756390983011492,True
6.355050777322913,0.5316036281473785,-0.2744120636980621,-8.183630662434709,-0.440593997895044,1.0358705903155347,-5.099378047215383,True
6.67254491941307,0.30642255250017425,-0.5136792740722722,-9.824921216163018,-0.41268268498676397,1.1485818996048973,-6.481274746723246,True
6.801440405681867,0.4701812276344727,-0.32773471442314,-7.963954620374671,-0.3663565594188605,1.2840933315948941,-5.051360352933733,True
5.582148477437002,0.6737609961445736,-0.17149413382607254,-8.562075839612593,-0.3834933945902394,1.0989651023876592,-6.232892702554488,True
7.3710479248873195,1.782972227163888,0.2511445783501108,-9.12380036031476,-0.41298673715822987,1.1820228546209202,-6.376513959802572,True
5.564534476897474,0.9216595717592291,-0.03542946225183093,-7.495622155754014,-0.3527847412240807,1.044467782709072,-5.495534368408519,True
7.658626513483085,0.8408274220490095,-0.07529313302837976,-8.432391907391624,-0.36685244227384417,1.0329870521573241,-5.545029234922462,True
5.986208310828426,1.5165762498884072,0.18086425050114802,-7.646775048533015,-0.44190117329109657,1.0924386505664452,-5.199045670166206,True
6.187178133688255,1.1912690406969755,0.07600985526530546,-7.811356345590635,-0.4035876640484271,1.0549541088366452,-5.394474484688097,True
5.504023243317556,0.4228501886203329,-0.3738134713473966,-8.048957341362543,-0.4789873741018032,1.0554439563715898,-5.018060531906682,True
5.673129763883034,1.5865953541618973,0.2004661782592437,-8.19886801555758,-0.36514920523575634,0.9276289039751847,-6.313287412299092,True
6.819810273757652,1.2891251703534223,0.11029508814825582,-8.86378394429176,-0.45700161201640066,1.1833589368315123,-5.87763833378736,True
5.433180867402968,0.37763904345350324,-0.4229231110905036,-8.084116587868934,-0.4478232421794562,1.1750544310978912,-5.154054240780545,True
6.841054659158099,1.9401443732965917,0.28783404858646183,-7.446422927002278,-0.3520472211827621,1.1565060870008488,-5.370930473522622,True
6.850595054314085,1.2877074965141528,0.10981722398922986,-7.921554958020534,-0.3531171716873879,0.974745883699938,-5.6095360951083935,True
7.24231719265323,0.19035127862708928,-0.7204442015981075,-9.552704410518709,-0.415873401584547,1.112931366549064,-5.739012374448833,True
6.9248285750874,1.9125629359334828,0.2816157352133188,-7.7973560301715406,-0.3450137402006378,1.3405822650394574,-5.785724083415407,True
6.704301317207804,0.8982159922148327,-0.046619216843081235,-8.356673198277683,-0.37500504200748075,0.7833388741538414,-5.806007756351569,True
7.762698712248608,0.22994498805631658,-0.6383760519877765,-9.601344894600171,-0.3463269565976856,1.1148685663067464,-6.201207680758163,True
7.309370268897673,1.7455954990054154,0.24194361342321297,-7.590542929866153,-0.3942351464274116,1.194367648426222,-4.997901896231135,True
6.847715045771603,1.5871081025706808,0.20060650882856923,-9.214374340828268,-0.47955681186701365,1.1544129514140227,-6.162088696833908,True
6.027879310512049,0.8382714511922775,-0.07661532425138047,-7.718120111092426,-0.4219076510718501,0.9717538011194939,-5.100460477684402,True
6.188729022242045,1.0077430455677816,0.003349809770304715,-8.094436035961927,-0.44374694850684715,1.0911688089201643,-5.351861625143428,True
7.455961118564907,0.8957902693569277,-0.04779365944831257,-8.556410858767032,-0.3592877624805065,0.8847686893092259,-5.835288937908818,True
5.059416417092723,0.6886774491573378,-0.16198413781746324,-7.0456146636035015,-0.4256506780937324,1.2287518849655437,-4.693032320231696,True
7.506818428466582,1.5591022785935598,0.19287460625478312,-8.404428516125082,-0.48701399173671406,1.0072678616514126,-4.942779300243958,True
5.702418867805092,1.0595529803679855,0.025122677428313298,-7.292536763966287,-0.37817421954396047,1.104275080075089,-5.163771305750193,True
5.797916011630684,1.2206946934445078,0.08660705662932729,-8.639371510650427,-0.4653508582627686,1.0187103782678824,-6.0295338259221705,True
7.3955933652527746,0.787694931620571,-0.10364194896549361,-8.913341189673755,-0.4183967098105986,1.0139703696124658,-5.713959393255003,True
5.56049022291546,1.3467484600762716,0.1292864876293457,-7.973648208001096,-0.3831529130815076,1.2339820677095439,-6.00266738826156,True
7.359858455595619,1.9638193863975866,0.2931015429734172,-7.936954865137637,-0.3744795190917546,0.9909170919872001,-5.471277938722986,True
5.49962097125298,0.2513563131564045,-0.5997102024010623,-9.22540889844358,-0.4367679923999352,1.246559268016902,-6.075776176941498,True
5.55852977830232,1.1792438433353503,0.07160361753383944,-7.3250651463871765,-0.39562447549145496,1.1065637686880205,-5.205208687212628,True
7.151137620883322,1.1195015231059964,0.049024688782471675,-7.391407869379101,-0.3333312819781119,1.0838292432274412,-5.060844389950725,True
5.290711700400385,0.22788684150195693,-0.6422807508532941,-7.969603933592876,-0.34296807672520346,1.1469438954743847,-5.4183987308271355,True
6.085609829328094,1.5502894688919238,0.1904127968832161,-8.711291284441149,-0.4549399799819036,1.0179373890359418,-6.136532375807283,True
7.302960746615551,1.9300825882020174,0.2855758928590735,-8.09197604707618,-0.4506902690350989,1.0759370967258153,-5.107864400488925,True
7.267499708188396,0.511725055175083,-0.2909633185020069,-8.936524533752664,-0.4768271923832652,1.1929467851111326,-5.124079296858757,True
5.948629589943208,1.9233029162548292,0.2840476901134655,-7.626611010448951,-0.38733797603787473,0.8730642517097738,-5.570472748900139,True
6.564117107795344,1.9698164541107726,0.29442576084151845,-8.791013299952535,-0.40597599763318143,1.0534078472462889,-6.436289715436201,True
6.062204368350161,1.4731373827533065,0.16824325043357832,-7.14968563271047,-0.35858318487755914,1.266959068575233,-5.189038394792213,True
7.011787416347148,0.5514032209044566,-0.258530701384132,-7.893812507471556,-0.4012312315948994,1.1772800996526778,-4.776101356840185,True
5.804719837189508,0.3104478438255161,-0.5080113521424697,-9.124064405303399,-0.4703495724978945,0.9911828006168333,-5.890284796649548,True
7.083348907043931,1.3499081526049064,0.13030422021808177,-7.366246074921468,-0.40623537372075047,1.1541517722596417,-4.639130031171618,True
6.083489474857572,0.22636585396963255,-0.6451890834509922,-8.993722597271029,-0.4014293529396846,1.1633072662975283,-5.8010782048491905,True
5.440471468433255,0.2268264741602761,-0.6443062579329143,-8.58129506106945,-0.42068228113950623,1.1928223494399084,-5.524042208908175,True
6.804332388896848,1.922322869186997,0.28382633261976925,-8.001610392709432,-0.4187578905689504,1.2004530924192225,-5.49296271350841,True
7.487627154867326,0.8167498483091709,-0.08791093751184079,-8.738618740949764,-0.4183753485392282,1.2472332728377815,-5.496334673989227,True
6.322759629904448,1.6899350287032346,0.22787000803493393,-8.631316563419732,-0.47927122037656156,1.0835379801198561,-5.847905647683839,True
7.311767379324557,0.48337499323358285,-0.3157158209982526,-8.21891088789704,-0.31178785536667075,1.228848307516607,-5.551223765467536,True
5.216680099209961,1.4548108360490664,0.16280652720449781,-7.72533065685713,-0.44893719653394054,1.1149220620833082,-5.564885506934871,True
5.3937919855711485,0.89920857808426,-0.046139558762458635,-8.851757918994847,-0.43674863807616576,1.0768670601354713,-6.446340444230033,True
7.006001922946932,1.345175416668058,0.12877892190236215,-8.091902080536906,-0.3803046260694064,1.1009565797079648,-5.5692671403851355,True
7.3725389103809045,0.6412279727975819,-0.19298754033122867,-9.319451402478894,-0.40704302650539737,1.2631538309951371,-6.074737900464925,True
5.27785629326815,0.453477902918178,-0.34344387039993957,-7.416873575181651,-0.4193070743903108,1.095723326586719,-4.827511633628453,True
6.35414101255862,0.4545260272147451,-0.3424412430204399,-8.388804810661833,-0.3470236748239652,1.1189938428633526,-5.800577803651724,True
5.254201414349112,1.2629064888617825,0.10137119467662185,-7.342987567269275,-0.4233176462304148,1.108312954316099,-5.231142399981092,True
5.021732193116304,1.7797337662507597,0.2503550402325144,-7.658249907160961,-0.3849996220186312,1.1751038771913436,-6.019078089384014,True
5.6582920363863245,0.6172931327126648,-0.20950855446264055,-8.008911093333037,-0.46693228804818504,1.0634939904548335,-5.144060757718448,True
5.4872420113272735,0.2609535979348794,-0.5834367108702481,-8.704027465331858,-0.400091619363619,1.3248163650522564,-5.735681420646681,True
7.017861010834432,0.8988718942403051,-0.04630219879947037,-9.42160085110008,-0.42916102648542087,0.9653835080925147,-6.365109036848932,True
6.21918660260642,1.4977250863617537,0.17543210412913307,-8.28236646172773,-0.3600437585595336,0.9157658476509988,-6.203841871685231,True
6.952741878526855,0.484628190014929,-0.31459132727682293,-7.988742711611397,-0.35780493524013407,1.0902903829863362,-5.1580214553229,True
6.762584070175947,0.2884299883442709,-0.5399595875886428,-10.401232970884214,-0.41462567829595387,1.2181743507609153,-6.939527043706173,True
6.180850079902751,0.6542145267757935,-0.1842798166333512,-8.8101401134533,-0.46635027118326094,1.0111992581453269,-5.74135538867677,True
5.666829919317085,1.1020477983617065,0.042200431280333545,-7.724646657489834,-0.3519006277824673,1.0377547898472426,-5.7742793510404695,True
6.140018612447813,0.7744755144109328,-0.11099230821376975,-8.809322701441282,-0.33233937506588435,1.3681960178378056,-6.616893518778772,True
6.573797350134895,1.7439009761623783,0.24152182077589326,-8.009411253553996,-0.3959499031841591,1.1705090888015957,-5.689220315577896,True
6.913993787602613,1.4881627893318854,0.17265044104962704,-8.634892735291931,-0.4560921371031667,1.171555295614788,-5.683744071288157,True
5.532542887401519,1.68663021702997,0.22701987671669838,-7.5458162591991105,-0.3921374200073616,1.1723026683214,-5.64243517249038,True
5.407177544574962,0.8164036803721293,-0.08809504613908278,-7.687400180189795,-0.3972435892844737,1.049528864116297,-5.4469752707758055,True
5.656172158653152,0.55753451140963,-0.2537282446011058,-8.908849925982016,-0.48799288330084545,0.9584634982335677,-5.9054889049138595,True
7.186164916129435,1.7904765352921297,0.25296863383162876,-8.273055330392975,-0.43838720502085965,1.084477360846237,-5.397071334386634,True
6.9579245499484905,1.622140591249844,0.2100884918960867,-6.750369102716636,-0.3660890884016112,1.2131583716572834,-4.458019459791394,True
7.673508677436041,0.6708568574387954,-0.17337013654673408,-9.323672235812372,-0.39567868580595583,1.2466183197876715,-6.071302018480632,True
5.6006326692096495,1.5118077895003643,0.17949657868788813,-7.944264082083173,-0.4102834942660186,1.0336960780135762,-5.8319618498659445,True
6.402294928973181,1.8999375722186878,0.2787393312231671,-7.197507665936168,-0.3994007774539104,1.2357790141927325,-4.984886309770759,True
5.718020631805985,1.484326622110085,0.17152947680018882,-8.057919307278304,-0.4559754558508382,1.0414192573810235,-5.629276343474281,True
6.265217503631694,0.46419386533157464,-0.3333006033679305,-9.073709486413462,-0.40702389905299535,1.192407863130304,-6.126185969428221,True
7.00619574610665,0.8136258075261651,-0.08957528441121156,-8.34685153472922,-0.37148411212990395,1.224732132373115,-5.63445539949361,True
7.745634097912568,0.7330243428443162,-0.13488160272938038,-9.220815062386528,-0.474150441720661,0.9586628985293825,-5.418913245223833,True
5.375322561475189,1.0682117791278196,0.028657362607101618,-7.9214901075749395,-0.41387609164275685,1.1499640084766205,-5.729727550088486,True
6.203932347384668,1.6124175816593351,0.20747752501562206,-7.9078740626980455,-0.36306583615389065,1.2050192321014497,-5.905452585425295,True
7.609356928029985,1.0128646034303388,0.005551394113360497,-7.855449524978987,-0.3384353098191442,1.2512646694134493,-5.287120718836745,True
7.557613953914489,1.5993178223998739,0.2039347769412387,-8.56185115163689,-0.38273776475995486,1.1000679042590313,-5.893608982672296,True
7.336834387917392,0.9574771831349722,-0.01887156655687959,-8.481809811871095,-0.44715514785569804,1.1139032829793465,-5.180085446406452,True
5.140824643578167,1.0618074816630552,0.02604578112336471,-7.811661696485206,-0.4120945925426725,1.089589522007847,-5.721534869861061,True
7.3966435071677985,0.35676883179552177,-0.4476130936750499,-9.469152179372474,-0.49063297103683967,1.2345543369139098,-5.2875123136944016,True
5.520044547715443,0.1757317801885708,-0.7551496914788193,-8.2744933993782,-0.40724230667980876,1.0262150875404492,-5.251551718044181,True
5.934735985569863,0.9059512140095258,-0.04289518869948495,-8.249612425120281,-0.3577852581119528,1.2975630029968115,-6.070592168833855,True
5.040400522850781,0.7360740322142263,-0.13307850337282676,-8.135784867241503,-0.475584253814056,1.0101287921363755,-5.604223317786226,True
5.32531319000356,1.9389281996079766,0.28756172703053284,-8.079274811755816,-0.5122900948194119,1.1026979481835535,-5.668263339078516,True
6.245761470622512,1.3968363553877703,0.14514552986867182,-8.12436510787888,-0.3789428288325376,1.2196983501622727,-5.934612351302163,True
6.7735503275368725,1.7193007736324877,0.23535185859662025,-6.616653993190491,-0.3300793307277389,1.2171010236864641,-4.667292022450923,True
5.193262498505463,0.8281346394044431,-0.08189904920930904,-7.372769267314885,-0.3463365241152219,1.129149450858496,-5.481676518324045,True
7.677000627604768,0.8812976297832305,-0.05487739789495553,-8.683212247678238,-0.40888789905428957,1.3502752376852676,-5.470079998532302,True
6.694180715540743,0.9860802530107082,-0.006087738181122186,-7.209284159155127,-0.38117623534222644,1.302564054500579,-4.649691886376834,True
5.444455711789208,1.1184982916416686,0.04863532510572578,-7.209952113960941,-0.503676713225635,1.3474595497373703,-4.533240689012709,True
6.570316791508544,1.913271808126551,0.28177667226676845,-8.182439380617446,-0.40249054363072706,1.1846138137271984,-5.871745541730371,True
5.27632406949206,1.859872653525015,0.2694832088605271,-6.7329844422069165,-0.38642718214880534,1.1247704888397378,-4.997176160493338,True
5.235022883757093,0.5274351670404799,-0.2778309167449908,-8.170510603045491,-0.3443758109122126,1.0216601873347015,-6.083846565858593,True
5.779713835725454,1.0252783178948335,0.010841773214948698,-8.395923319971024,-0.40765447600512544,1.2921443139068016,-6.053806240421153,True
7.510370484635159,1.7885993324545326,0.25251306432784376,-8.270302158309644,-0.3652405544011628,1.1412862211175696,-5.81539995971291,True
6.505234209295558,1.4536572173671891,0.16246200889119192,-8.015018346341678,-0.40617673262022674,1.108207774141975,-5.5527852315366255,True
6.7401843125228735,0.26643912739444386,-0.5744019973556623,-8.356046172616782,-0.38989004947963024,1.1454734497413113,-5.070153140056122,True
6.110164754372139,1.847415403142255,0.2665645603065439,-7.737346584768329,-0.49912615958319434,1.1023905772457554,-4.9814617760075635,True
7.523131959138789,0.8968010150117549,-0.04730390887232193,-8.537107665936686,-0.3713450949028282,1.2044159242081096,-5.686455933480679,True
6.43076710311361,0.22941214605511084,-0.6393835924283452,-8.927485579071615,-0.43454528641701434,1.0690883333752983,-5.449468507151266,True
5.156554074632346,0.6332948787274255,-0.19839402397238493,-8.131618356218294,-0.44615836968602535,1.1451836010908152,-5.603781014274902,True
7.441809918171144,0.2948904662014932,-0.5303392679467204,-9.858698039727496,-0.4885419368988221,0.9827154778190237,-5.701889201164848,True
7.024497382744958,0.6163783276216432,-0.21015263984297333,-8.733789819969484,-0.3671703188996898,1.2387810780312127,-5.894269762101198,True
6.017870020401553,1.716531822143744,0.23465185905994893,-8.772048197834803,-0.40396289150679954,0.9862768162638297,-6.5724837121653445,True
5.468960972532805,1.5533821362796867,0.1912783065094086,-7.746347106931472,-0.36301469166159145,1.1848786415326,-5.987675505749722,True
7.286489130303924,0.19541848023054004,-0.7090343685464006,-10.51955159993624,-0.4436380446437376,1.3085420704900599,-6.359186509184038,True
5.147544037283708,0.45552283373890584,-0.3414898485081887,-7.2852539825545595,-0.3737503317511536,1.201496612172948,-4.9510587948420595,True
6.5433684592035934,1.2587567537444213,0.0999418137353115,-7.929451580772325,-0.34369160892388373,1.197068092398071,-5.80018790356578,True
7.1133895836812515,1.8152923546747899,0.2589465785717493,-8.2982605166466,-0.4188064764617981,1.1744797951993964,-5.62325441397353,True
6.062055288194073,0.5196926479634645,-0.28425342705145873,-9.367471065417337,-0.41243557843258916,1.1486940344107988,-6.540743570225843,True
5.284283031075126,0.6139020767336427,-0.21190089746766502,-8.041055930356514,-0.3765609385388325,0.951437924623217,-5.849590802557605,True
6.61955447896686,1.0835053827146661,0.03483107318003658,-8.912186711117023,-0.380144762821295,1.1791168813846598,-6.43686765011085,True
5.475954493261462,0.2459468339244491,-0.6091587637449883,-8.114419084772779,-0.4246703283118953,1.2128947635555276,-5.050098217578181,True
6.258853152187111,1.341050347848699,0.12744508313303093,-8.780164429059466,-0.5223400989764068,1.0254386982499462,-5.641601574213547,True
6.077450213047979,0.8231720424169586,-0.08450938803938889,-8.17811522737707,-0.35691798931015173,1.2473856485960177,-5.903548119391466,True
6.998497101456802,0.5332321857025231,-0.27308364460863277,-7.917859833483474,-0.36934756744860825,1.077157039776213,-5.0388279830263345,True
5.713242457928514,0.7385044769623617,-0.1316468675637366,-8.289511368809336,-0.3927801616916153,1.0581422602233947,-5.906161958405551,True
5.350611277689334,0.6777355039090358,-0.16893976277682757,-7.770930938953427,-0.3873215564297936,1.1128744366589325,-5.510515107698431,True
5.321774241593489,1.9031802263856934,0.2794799168307063,-8.222896681020906,-0.472389266619149,1.1614660988546668,-6.033554098631467,True
5.634286280700707,0.70647877510212,-0.1509008812244727,-8.430653835965412,-0.45421293160595605,1.0746114363876258,-5.709328334176336,True
6.0373237300099225,1.0875516986488474,0.036449911055870435,-8.893894716976947,-0.4709657578827383,1.3790689387620256,-6.1007889110471725,True
7.257907999318048,0.7800466455269022,-0.1078794264258884,-9.407177827816843,-0.45611780384667644,1.0863709914194717,-5.979519691206614,True
6.896653019572708,0.17131690543900208,-0.7661997790274142,-8.5798779548438,-0.32110924650502454,1.031564807229151,-5.574914172970773,True
7.125461897867427,1.654278730593778,0.21860868596637364,-8.653377976546512,-0.38506372849674314,1.0345466356632265,-6.135781931485472,True
6.313458910764275,1.03026950066552,0.012950843484205107,-7.727193172839906,-0.3245849640532294,1.2371170490054073,-5.6939610485112535,True
7.701700988232728,1.6262163229758635,0.2111783159357061,-7.890594544123786,-0.3138096408383592,1.1604626112770733,-5.718791063117881,True
6.737944964871356,1.6606698055428393,0.22028328935315336,-8.876661843367653,-0.39279319410229835,1.2180136805711332,-6.498350978963685,True
5.159802679848552,1.63422932259862,0.21331299867810846,-6.774220827222259,-0.3657788162347652,1.1479029431975578,-5.131736929987184,True
6.1936408960035525,1.210706169799961,0.08303875559710551,-8.577989143539394,-0.33668732792982525,1.1036043183296131,-6.584310669372752,True
6.392320728185653,0.8810284059469828,-0.05501008892376425,-8.512742024141204,-0.41720140155785496,1.1521347360565164,-5.782477822852195,True
7.114989380164819,1.2505256702685794,0.0970926111737319,-9.995463165416359,-0.45704098105707663,1.1257619341643195,-6.852924604643153,True
6.23119797559985,0.6834088357377688,-0.16531941054259655,-8.930489797382704,-0.3959830071068859,1.1092705428298277,-6.279657332853443,True
7.033196975192213,0.6065289162332199,-0.21714848933794365,-9.818981380750436,-0.4468268617474091,1.1618002626442352,-6.424076876328307,True
7.322897875253866,0.5433915276754007,-0.2648871371962044,-9.43447023812802,-0.3831009630159473,1.061605864030682,-6.347855271897038,True
7.2520644467085935,1.1306538066704062,0.05332964925076702,-8.262416735437021,-0.34941803031641233,1.1982892818684507,-5.792319007843419,True
6.075193541214089,1.0466792434032728,0.01981361180052027,-7.468449627519135,-0.3711020052283861,1.1860785269353562,-5.237433621721677,True
6.853201956695047,1.256363453986449,0.0991152948365732,-9.467786733019171,-0.49127674041145464,1.145378084449212,-6.214492500892158,True
6.5068598438173595,1.213541517203575,0.08405463883357672,-8.6931017350042,-0.39290279375016934,0.9945408135645076,-6.220134092716985,True
5.63294676216024,1.2953992509388546,0.11240364158832669,-8.292509027489887,-0.44428961653544063,1.2068041186983998,-5.925498448190653,True
5.20450603255454,1.0160582836732874,0.006918620892478957,-8.044451972806627,-0.42058593662868443,1.0064179254250232,-5.862472952500448,True
5.888520024740498,0.6016089256479764,-0.22068572904721867,-8.036140602853036,-0.3861528526439272,1.1238771968350598,-5.514248138905514,True
